"S.No","Base Year","State","Centre","Year","Month","Index"
"1","2016","ANDHRA PRADESH","Guntur","2023","Jan","140.4"
"2","2016","ANDHRA PRADESH","Guntur","2025","Jan","153.0"
"3","2016","ANDHRA PRADESH","Guntur","2022","Jan","127.1"
"4","2016","ANDHRA PRADESH","Guntur","2024","Jan","148.0"
"5","2016","ANDHRA PRADESH","Guntur","2021","Jan","119.5"
"6","2016","ANDHRA PRADESH","Nellore","2025","Jan","143.1"
"7","2016","ANDHRA PRADESH","Nellore","2022","Jan","123.3"
"8","2016","ANDHRA PRADESH","Nellore","2024","Jan","138.1"
"9","2016","ANDHRA PRADESH","Nellore","2021","Jan","115.6"
"10","2016","ANDHRA PRADESH","Nellore","2023","Jan","132.9"
"11","2016","ANDHRA PRADESH","Visakhapatnam","2023","Jan","147.3"
"12","2016","ANDHRA PRADESH","Visakhapatnam","2025","Jan","156.0"
"13","2016","ANDHRA PRADESH","Visakhapatnam","2022","Jan","136.7"
"14","2016","ANDHRA PRADESH","Visakhapatnam","2024","Jan","152.6"
"15","2016","ANDHRA PRADESH","Visakhapatnam","2021","Jan","129.1"
"16","2016","ASSAM","Biswanath-Chariali","2024","Jan","149.0"
"17","2016","ASSAM","Biswanath-Chariali","2023","Jan","135.0"
"18","2016","ASSAM","Biswanath-Chariali","2025","Jan","151.6"
"19","2016","ASSAM","Biswanath-Chariali","2021","Jan","123.0"
"20","2016","ASSAM","Biswanath-Chariali","2022","Jan","130.5"
"21","2016","ASSAM","Doom-Dooma Tinsukia","2023","Jan","146.7"
"22","2016","ASSAM","Doom-Dooma Tinsukia","2025","Jan","152.7"
"23","2016","ASSAM","Doom-Dooma Tinsukia","2021","Jan","132.7"
"24","2016","ASSAM","Doom-Dooma Tinsukia","2022","Jan","134.9"
"25","2016","ASSAM","Doom-Dooma Tinsukia","2024","Jan","152.6"
"26","2016","ASSAM","Guwahati","2024","Jan","149.6"
"27","2016","ASSAM","Guwahati","2023","Jan","146.3"
"28","2016","ASSAM","Guwahati","2025","Jan","157.9"
"29","2016","ASSAM","Guwahati","2021","Jan","126.8"
"30","2016","ASSAM","Guwahati","2022","Jan","137.2"
"31","2016","ASSAM","Labac-Silchar","2025","Jan","145.8"
"32","2016","ASSAM","Labac-Silchar","2021","Jan","117.7"
"33","2016","ASSAM","Labac-Silchar","2022","Jan","119.8"
"34","2016","ASSAM","Labac-Silchar","2024","Jan","139.2"
"35","2016","ASSAM","Labac-Silchar","2023","Jan","132.1"
"36","2016","ASSAM","Numaligarh-Golaghat","2023","Jan","137.2"
"37","2016","ASSAM","Numaligarh-Golaghat","2025","Jan","152.2"
"38","2016","ASSAM","Numaligarh-Golaghat","2021","Jan","114.9"
"39","2016","ASSAM","Numaligarh-Golaghat","2022","Jan","118.6"
"40","2016","ASSAM","Numaligarh-Golaghat","2024","Jan","146.0"
"41","2016","ASSAM","Sibsagar","2025","Jan","148.8"
"42","2016","ASSAM","Sibsagar","2022","Jan","126.0"
"43","2016","ASSAM","Sibsagar","2024","Jan","144.3"
"44","2016","ASSAM","Sibsagar","2021","Jan","117.1"
"45","2016","ASSAM","Sibsagar","2023","Jan","136.5"
"46","2016","BIHAR","Munger-Jamalpur","2025","Jan","146.3"
"47","2016","BIHAR","Munger-Jamalpur","2024","Jan","143.0"
"48","2016","BIHAR","Munger-Jamalpur","2022","Jan","121.4"
"49","2016","BIHAR","Munger-Jamalpur","2023","Jan","132.5"
"50","2016","BIHAR","Munger-Jamalpur","2021","Jan","115.7"
"51","2016","BIHAR","Patna","2024","Jan","137.1"
"52","2016","BIHAR","Patna","2021","Jan","117.4"
"53","2016","BIHAR","Patna","2023","Jan","132.5"
"54","2016","BIHAR","Patna","2022","Jan","124.0"
"55","2016","BIHAR","Patna","2025","Jan","140.7"
"56","2016","CHANDIGARH(UT)","Chandigarh","2023","Jan","139.3"
"57","2016","CHANDIGARH(UT)","Chandigarh","2024","Jan","145.9"
"58","2016","CHANDIGARH(UT)","Chandigarh","2021","Jan","122.5"
"59","2016","CHANDIGARH(UT)","Chandigarh","2025","Jan","151.1"
"60","2016","CHANDIGARH(UT)","Chandigarh","2022","Jan","126.8"
"61","2016","CHHATTISGARH","Bhilai","2023","Jan","122.3"
"62","2016","CHHATTISGARH","Bhilai","2022","Jan","118.1"
"63","2016","CHHATTISGARH","Bhilai","2021","Jan","111.7"
"64","2016","CHHATTISGARH","Bhilai","2025","Jan","128.2"
"65","2016","CHHATTISGARH","Bhilai","2024","Jan","127.6"
"66","2016","CHHATTISGARH","Korba","2025","Jan","149.9"
"67","2016","CHHATTISGARH","Korba","2024","Jan","145.8"
"68","2016","CHHATTISGARH","Korba","2023","Jan","137.0"
"69","2016","CHHATTISGARH","Korba","2022","Jan","128.4"
"70","2016","CHHATTISGARH","Korba","2021","Jan","122.0"
"71","2016","CHHATTISGARH","Raipur","2022","Jan","121.2"
"72","2016","CHHATTISGARH","Raipur","2021","Jan","112.1"
"73","2016","CHHATTISGARH","Raipur","2025","Jan","133.1"
"74","2016","CHHATTISGARH","Raipur","2024","Jan","135.6"
"75","2016","CHHATTISGARH","Raipur","2023","Jan","128.2"
"76","2016","DADRA & NAGAR HAVELI(UT)","Dadra & Nagar Haveli","2023","Jan","124.8"
"77","2016","DADRA & NAGAR HAVELI(UT)","Dadra & Nagar Haveli","2024","Jan","129.0"
"78","2016","DADRA & NAGAR HAVELI(UT)","Dadra & Nagar Haveli","2021","Jan","113.2"
"79","2016","DADRA & NAGAR HAVELI(UT)","Dadra & Nagar Haveli","2025","Jan","137.7"
"80","2016","DADRA & NAGAR HAVELI(UT)","Dadra & Nagar Haveli","2022","Jan","120.7"
"81","2016","DELHI (NCT)","Delhi","2021","Jan","111.8"
"82","2016","DELHI (NCT)","Delhi","2025","Jan","132.6"
"83","2016","DELHI (NCT)","Delhi","2022","Jan","120.0"
"84","2016","DELHI (NCT)","Delhi","2023","Jan","128.2"
"85","2016","DELHI (NCT)","Delhi","2024","Jan","130.4"
"86","2016","GOA","Goa","2024","Jan","132.6"
"87","2016","GOA","Goa","2021","Jan","112.9"
"88","2016","GOA","Goa","2025","Jan","137.1"
"89","2016","GOA","Goa","2022","Jan","121.6"
"90","2016","GOA","Goa","2023","Jan","128.0"
"91","2016","GUJARAT","Ahmedabad","2023","Jan","126.2"
"92","2016","GUJARAT","Ahmedabad","2022","Jan","120.3"
"93","2016","GUJARAT","Ahmedabad","2024","Jan","134.0"
"94","2016","GUJARAT","Ahmedabad","2021","Jan","113.3"
"95","2016","GUJARAT","Ahmedabad","2025","Jan","139.5"
"96","2016","GUJARAT","Bhavnagar","2025","Jan","134.6"
"97","2016","GUJARAT","Bhavnagar","2023","Jan","128.9"
"98","2016","GUJARAT","Bhavnagar","2022","Jan","121.1"
"99","2016","GUJARAT","Bhavnagar","2024","Jan","133.2"
"100","2016","GUJARAT","Bhavnagar","2021","Jan","111.8"
"101","2016","GUJARAT","Rajkot","2023","Jan","133.2"
"102","2016","GUJARAT","Rajkot","2022","Jan","124.4"
"103","2016","GUJARAT","Rajkot","2024","Jan","133.3"
"104","2016","GUJARAT","Rajkot","2021","Jan","114.9"
"105","2016","GUJARAT","Rajkot","2025","Jan","137.6"
"106","2016","GUJARAT","Surat","2025","Jan","133.3"
"107","2016","GUJARAT","Surat","2023","Jan","125.8"
"108","2016","GUJARAT","Surat","2022","Jan","121.4"
"109","2016","GUJARAT","Surat","2024","Jan","132.6"
"110","2016","GUJARAT","Surat","2021","Jan","112.8"
"111","2016","GUJARAT","Vadodara","2024","Jan","131.6"
"112","2016","GUJARAT","Vadodara","2021","Jan","114.7"
"113","2016","GUJARAT","Vadodara","2025","Jan","135.3"
"114","2016","GUJARAT","Vadodara","2023","Jan","125.7"
"115","2016","GUJARAT","Vadodara","2022","Jan","120.6"
"116","2016","HARYANA","Faridabad","2022","Jan","122.3"
"117","2016","HARYANA","Faridabad","2021","Jan","115.6"
"118","2016","HARYANA","Faridabad","2025","Jan","144.5"
"119","2016","HARYANA","Faridabad","2024","Jan","138.3"
"120","2016","HARYANA","Faridabad","2023","Jan","133.7"
"121","2016","HARYANA","Gurugram","2024","Jan","140.2"
"122","2016","HARYANA","Gurugram","2023","Jan","133.9"
"123","2016","HARYANA","Gurugram","2022","Jan","123.4"
"124","2016","HARYANA","Gurugram","2021","Jan","119.9"
"125","2016","HARYANA","Gurugram","2025","Jan","146.8"
"126","2016","HARYANA","Yamunanagar","2021","Jan","114.6"
"127","2016","HARYANA","Yamunanagar","2025","Jan","148.0"
"128","2016","HARYANA","Yamunanagar","2024","Jan","141.9"
"129","2016","HARYANA","Yamunanagar","2023","Jan","134.2"
"130","2016","HARYANA","Yamunanagar","2022","Jan","123.6"
"131","2016","HIMACHAL PRADESH","Himachal Pradesh","2023","Jan","130.2"
"132","2016","HIMACHAL PRADESH","Himachal Pradesh","2024","Jan","132.5"
"133","2016","HIMACHAL PRADESH","Himachal Pradesh","2021","Jan","120.0"
"134","2016","HIMACHAL PRADESH","Himachal Pradesh","2025","Jan","138.4"
"135","2016","HIMACHAL PRADESH","Himachal Pradesh","2022","Jan","126.0"
"136","2016","JAMMU & KASHMIR","Jammu & Kashmir","2022","Jan","132.3"
"137","2016","JAMMU & KASHMIR","Jammu & Kashmir","2023","Jan","136.4"
"138","2016","JAMMU & KASHMIR","Jammu & Kashmir","2024","Jan","142.8"
"139","2016","JAMMU & KASHMIR","Jammu & Kashmir","2021","Jan","122.3"
"140","2016","JAMMU & KASHMIR","Jammu & Kashmir","2025","Jan","144.8"
"141","2016","JHARKHAND","Bokaro","2021","Jan","114.9"
"142","2016","JHARKHAND","Bokaro","2022","Jan","122.7"
"143","2016","JHARKHAND","Bokaro","2023","Jan","126.4"
"144","2016","JHARKHAND","Bokaro","2024","Jan","132.1"
"145","2016","JHARKHAND","Bokaro","2025","Jan","133.6"
"146","2016","JHARKHAND","Dhanbad-Jharia","2025","Jan","152.1"
"147","2016","JHARKHAND","Dhanbad-Jharia","2021","Jan","119.7"
"148","2016","JHARKHAND","Dhanbad-Jharia","2022","Jan","129.6"
"149","2016","JHARKHAND","Dhanbad-Jharia","2023","Jan","136.3"
"150","2016","JHARKHAND","Dhanbad-Jharia","2024","Jan","143.5"
"151","2016","JHARKHAND","Jamshedpur","2021","Jan","127.1"
"152","2016","JHARKHAND","Jamshedpur","2022","Jan","136.1"
"153","2016","JHARKHAND","Jamshedpur","2023","Jan","142.9"
"154","2016","JHARKHAND","Jamshedpur","2024","Jan","151.4"
"155","2016","JHARKHAND","Jamshedpur","2025","Jan","156.2"
"156","2016","JHARKHAND","Ramgarh","2021","Jan","124.0"
"157","2016","JHARKHAND","Ramgarh","2022","Jan","127.9"
"158","2016","JHARKHAND","Ramgarh","2023","Jan","135.1"
"159","2016","JHARKHAND","Ramgarh","2024","Jan","146.2"
"160","2016","JHARKHAND","Ramgarh","2025","Jan","156.6"
"161","2016","KARNATAKA","Bengaluru","2025","Jan","138.4"
"162","2016","KARNATAKA","Bengaluru","2024","Jan","134.4"
"163","2016","KARNATAKA","Bengaluru","2022","Jan","119.4"
"164","2016","KARNATAKA","Bengaluru","2023","Jan","125.5"
"165","2016","KARNATAKA","Bengaluru","2021","Jan","115.0"
"166","2016","KARNATAKA","Belgaum","2021","Jan","118.7"
"167","2016","KARNATAKA","Belgaum","2025","Jan","149.2"
"168","2016","KARNATAKA","Belgaum","2024","Jan","142.0"
"169","2016","KARNATAKA","Belgaum","2022","Jan","126.8"
"170","2016","KARNATAKA","Belgaum","2023","Jan","135.8"
"171","2016","KARNATAKA","Chikmagalur","2025","Jan","142.0"
"172","2016","KARNATAKA","Chikmagalur","2024","Jan","133.8"
"173","2016","KARNATAKA","Chikmagalur","2022","Jan","117.4"
"174","2016","KARNATAKA","Chikmagalur","2023","Jan","126.2"
"175","2016","KARNATAKA","Chikmagalur","2021","Jan","110.7"
"176","2016","KARNATAKA","Davanagere","2025","Jan","148.1"
"177","2016","KARNATAKA","Davanagere","2024","Jan","145.0"
"178","2016","KARNATAKA","Davanagere","2022","Jan","127.0"
"179","2016","KARNATAKA","Davanagere","2023","Jan","137.6"
"180","2016","KARNATAKA","Davanagere","2021","Jan","121.4"
"181","2016","KARNATAKA","Hubli-Dharwad","2024","Jan","136.9"
"182","2016","KARNATAKA","Hubli-Dharwad","2022","Jan","124.1"
"183","2016","KARNATAKA","Hubli-Dharwad","2023","Jan","128.3"
"184","2016","KARNATAKA","Hubli-Dharwad","2021","Jan","116.8"
"185","2016","KARNATAKA","Hubli-Dharwad","2025","Jan","140.2"
"186","2016","KARNATAKA","Mercara-Kodagu","2025","Jan","145.2"
"187","2016","KARNATAKA","Mercara-Kodagu","2024","Jan","136.1"
"188","2016","KARNATAKA","Mercara-Kodagu","2022","Jan","122.2"
"189","2016","KARNATAKA","Mercara-Kodagu","2023","Jan","130.6"
"190","2016","KARNATAKA","Mercara-Kodagu","2021","Jan","111.1"
"191","2016","KARNATAKA","Mysore","2023","Jan","132.7"
"192","2016","KARNATAKA","Mysore","2021","Jan","114.5"
"193","2016","KARNATAKA","Mysore","2025","Jan","145.3"
"194","2016","KARNATAKA","Mysore","2024","Jan","141.3"
"195","2016","KARNATAKA","Mysore","2022","Jan","123.8"
"196","2016","KERALA","Ernakulam/Alwaye","2023","Jan","134.2"
"197","2016","KERALA","Ernakulam/Alwaye","2022","Jan","128.9"
"198","2016","KERALA","Ernakulam/Alwaye","2021","Jan","123.7"
"199","2016","KERALA","Ernakulam/Alwaye","2025","Jan","147.2"
"200","2016","KERALA","Ernakulam/Alwaye","2024","Jan","139.4"
"201","2016","KERALA","Idukki","2025","Jan","149.8"
"202","2016","KERALA","Idukki","2024","Jan","141.4"
"203","2016","KERALA","Idukki","2023","Jan","136.1"
"204","2016","KERALA","Idukki","2022","Jan","129.6"
"205","2016","KERALA","Idukki","2021","Jan","122.4"
"206","2016","KERALA","Kollam","2022","Jan","126.3"
"207","2016","KERALA","Kollam","2021","Jan","119.5"
"208","2016","KERALA","Kollam","2025","Jan","146.0"
"209","2016","KERALA","Kollam","2024","Jan","136.9"
"210","2016","KERALA","Kollam","2023","Jan","133.2"
"211","2016","MADHYA PRADESH","Bhopal","2021","Jan","113.9"
"212","2016","MADHYA PRADESH","Bhopal","2023","Jan","127.8"
"213","2016","MADHYA PRADESH","Bhopal","2024","Jan","135.0"
"214","2016","MADHYA PRADESH","Bhopal","2025","Jan","132.4"
"215","2016","MADHYA PRADESH","Bhopal","2022","Jan","121.1"
"216","2016","MADHYA PRADESH","Chhindwara","2021","Jan","118.0"
"217","2016","MADHYA PRADESH","Chhindwara","2023","Jan","130.5"
"218","2016","MADHYA PRADESH","Chhindwara","2024","Jan","140.0"
"219","2016","MADHYA PRADESH","Chhindwara","2025","Jan","144.7"
"220","2016","MADHYA PRADESH","Chhindwara","2022","Jan","123.6"
"221","2016","MADHYA PRADESH","Indore","2023","Jan","125.3"
"222","2016","MADHYA PRADESH","Indore","2024","Jan","132.7"
"223","2016","MADHYA PRADESH","Indore","2025","Jan","133.5"
"224","2016","MADHYA PRADESH","Indore","2022","Jan","116.5"
"225","2016","MADHYA PRADESH","Indore","2021","Jan","113.7"
"226","2016","MADHYA PRADESH","Jabalpur","2022","Jan","126.9"
"227","2016","MADHYA PRADESH","Jabalpur","2021","Jan","116.3"
"228","2016","MADHYA PRADESH","Jabalpur","2023","Jan","133.1"
"229","2016","MADHYA PRADESH","Jabalpur","2024","Jan","141.7"
"230","2016","MADHYA PRADESH","Jabalpur","2025","Jan","141.2"
"231","2016","MAHARASHTRA","Mumbai","2022","Jan","119.2"
"232","2016","MAHARASHTRA","Mumbai","2024","Jan","129.3"
"233","2016","MAHARASHTRA","Mumbai","2021","Jan","112.7"
"234","2016","MAHARASHTRA","Mumbai","2023","Jan","124.8"
"235","2016","MAHARASHTRA","Mumbai","2025","Jan","133.2"
"236","2016","MAHARASHTRA","Nagpur","2023","Jan","132.9"
"237","2016","MAHARASHTRA","Nagpur","2025","Jan","144.5"
"238","2016","MAHARASHTRA","Nagpur","2022","Jan","126.1"
"239","2016","MAHARASHTRA","Nagpur","2024","Jan","140.7"
"240","2016","MAHARASHTRA","Nagpur","2021","Jan","117.9"
"241","2016","MAHARASHTRA","Nasik","2022","Jan","120.8"
"242","2016","MAHARASHTRA","Nasik","2024","Jan","134.6"
"243","2016","MAHARASHTRA","Nasik","2021","Jan","115.6"
"244","2016","MAHARASHTRA","Nasik","2023","Jan","124.4"
"245","2016","MAHARASHTRA","Nasik","2025","Jan","140.7"
"246","2016","MAHARASHTRA","Pune","2023","Jan","123.4"
"247","2016","MAHARASHTRA","Pune","2025","Jan","133.9"
"248","2016","MAHARASHTRA","Pune","2022","Jan","120.8"
"249","2016","MAHARASHTRA","Pune","2024","Jan","127.6"
"250","2016","MAHARASHTRA","Pune","2021","Jan","115.5"
"251","2016","MAHARASHTRA","Solapur","2024","Jan","145.6"
"252","2016","MAHARASHTRA","Solapur","2021","Jan","120.4"
"253","2016","MAHARASHTRA","Solapur","2023","Jan","138.9"
"254","2016","MAHARASHTRA","Solapur","2025","Jan","149.9"
"255","2016","MAHARASHTRA","Solapur","2022","Jan","131.1"
"256","2016","MAHARASHTRA","Thane","2025","Jan","135.1"
"257","2016","MAHARASHTRA","Thane","2022","Jan","119.1"
"258","2016","MAHARASHTRA","Thane","2024","Jan","130.8"
"259","2016","MAHARASHTRA","Thane","2021","Jan","111.6"
"260","2016","MAHARASHTRA","Thane","2023","Jan","125.1"
"261","2016","MEGHALAYA","Shillong","2024","Jan","146.4"
"262","2016","MEGHALAYA","Shillong","2021","Jan","126.0"
"263","2016","MEGHALAYA","Shillong","2025","Jan","156.5"
"264","2016","MEGHALAYA","Shillong","2022","Jan","135.2"
"265","2016","MEGHALAYA","Shillong","2023","Jan","144.8"
"266","2016","ODISHA","Angul-Talchar","2021","Jan","125.4"
"267","2016","ODISHA","Angul-Talchar","2025","Jan","150.2"
"268","2016","ODISHA","Angul-Talchar","2022","Jan","130.8"
"269","2016","ODISHA","Angul-Talchar","2024","Jan","149.3"
"270","2016","ODISHA","Angul-Talchar","2023","Jan","142.1"
"271","2016","ODISHA","Cuttack","2023","Jan","140.7"
"272","2016","ODISHA","Cuttack","2021","Jan","124.6"
"273","2016","ODISHA","Cuttack","2025","Jan","154.2"
"274","2016","ODISHA","Cuttack","2022","Jan","135.0"
"275","2016","ODISHA","Cuttack","2024","Jan","154.4"
"276","2016","ODISHA","Keonjhar","2025","Jan","151.3"
"277","2016","ODISHA","Keonjhar","2024","Jan","145.6"
"278","2016","ODISHA","Keonjhar","2023","Jan","141.3"
"279","2016","ODISHA","Keonjhar","2022","Jan","134.5"
"280","2016","ODISHA","Keonjhar","2021","Jan","124.8"
"281","2016","PUDUCHERRY(UT)","Puducherry","2024","Jan","153.6"
"282","2016","PUDUCHERRY(UT)","Puducherry","2021","Jan","122.0"
"283","2016","PUDUCHERRY(UT)","Puducherry","2025","Jan","162.9"
"284","2016","PUDUCHERRY(UT)","Puducherry","2022","Jan","132.6"
"285","2016","PUDUCHERRY(UT)","Puducherry","2023","Jan","140.3"
"286","2016","PUNJAB","Amritsar","2023","Jan","126.6"
"287","2016","PUNJAB","Amritsar","2024","Jan","133.3"
"288","2016","PUNJAB","Amritsar","2025","Jan","135.7"
"289","2016","PUNJAB","Amritsar","2021","Jan","119.2"
"290","2016","PUNJAB","Amritsar","2022","Jan","120.7"
"291","2016","PUNJAB","Jalandhar","2021","Jan","119.3"
"292","2016","PUNJAB","Jalandhar","2022","Jan","121.2"
"293","2016","PUNJAB","Jalandhar","2023","Jan","139.5"
"294","2016","PUNJAB","Jalandhar","2024","Jan","143.5"
"295","2016","PUNJAB","Jalandhar","2025","Jan","150.4"
"296","2016","PUNJAB","Ludhiana","2025","Jan","147.5"
"297","2016","PUNJAB","Ludhiana","2021","Jan","119.8"
"298","2016","PUNJAB","Ludhiana","2022","Jan","125.2"
"299","2016","PUNJAB","Ludhiana","2023","Jan","137.6"
"300","2016","PUNJAB","Ludhiana","2024","Jan","143.1"
"301","2016","PUNJAB","Sangrur","2021","Jan","115.8"
"302","2016","PUNJAB","Sangrur","2022","Jan","120.6"
"303","2016","PUNJAB","Sangrur","2023","Jan","132.7"
"304","2016","PUNJAB","Sangrur","2024","Jan","138.5"
"305","2016","PUNJAB","Sangrur","2025","Jan","143.5"
"306","2016","RAJASTHAN","Alwar","2021","Jan","115.9"
"307","2016","RAJASTHAN","Alwar","2025","Jan","135.4"
"308","2016","RAJASTHAN","Alwar","2024","Jan","126.5"
"309","2016","RAJASTHAN","Alwar","2023","Jan","127.1"
"310","2016","RAJASTHAN","Alwar","2022","Jan","124.8"
"311","2016","RAJASTHAN","Bhilwara","2024","Jan","130.7"
"312","2016","RAJASTHAN","Bhilwara","2023","Jan","129.9"
"313","2016","RAJASTHAN","Bhilwara","2022","Jan","120.3"
"314","2016","RAJASTHAN","Bhilwara","2021","Jan","115.1"
"315","2016","RAJASTHAN","Bhilwara","2025","Jan","135.8"
"316","2016","RAJASTHAN","Jaipur","2021","Jan","113.5"
"317","2016","RAJASTHAN","Jaipur","2025","Jan","128.1"
"318","2016","RAJASTHAN","Jaipur","2024","Jan","125.3"
"319","2016","RAJASTHAN","Jaipur","2023","Jan","126.7"
"320","2016","RAJASTHAN","Jaipur","2022","Jan","116.5"
"321","2016","TAMIL NADU","Chennai","2021","Jan","121.5"
"322","2016","TAMIL NADU","Chennai","2025","Jan","137.5"
"323","2016","TAMIL NADU","Chennai","2024","Jan","138.5"
"324","2016","TAMIL NADU","Chennai","2023","Jan","131.9"
"325","2016","TAMIL NADU","Chennai","2022","Jan","126.4"
"326","2016","TAMIL NADU","Coimbatore","2023","Jan","130.0"
"327","2016","TAMIL NADU","Coimbatore","2022","Jan","123.1"
"328","2016","TAMIL NADU","Coimbatore","2021","Jan","118.3"
"329","2016","TAMIL NADU","Coimbatore","2025","Jan","138.3"
"330","2016","TAMIL NADU","Coimbatore","2024","Jan","133.5"
"331","2016","TAMIL NADU","Coonoor","2025","Jan","139.3"
"332","2016","TAMIL NADU","Coonoor","2024","Jan","138.1"
"333","2016","TAMIL NADU","Coonoor","2023","Jan","131.2"
"334","2016","TAMIL NADU","Coonoor","2022","Jan","125.7"
"335","2016","TAMIL NADU","Coonoor","2021","Jan","125.3"
"336","2016","TAMIL NADU","Madurai","2023","Jan","138.5"
"337","2016","TAMIL NADU","Madurai","2022","Jan","128.5"
"338","2016","TAMIL NADU","Madurai","2021","Jan","120.1"
"339","2016","TAMIL NADU","Madurai","2025","Jan","148.3"
"340","2016","TAMIL NADU","Madurai","2024","Jan","143.9"
"341","2016","TAMIL NADU","Salem","2025","Jan","142.3"
"342","2016","TAMIL NADU","Salem","2024","Jan","137.1"
"343","2016","TAMIL NADU","Salem","2023","Jan","132.4"
"344","2016","TAMIL NADU","Salem","2022","Jan","127.1"
"345","2016","TAMIL NADU","Salem","2021","Jan","118.9"
"346","2016","TAMIL NADU","Tirunelveli","2022","Jan","131.3"
"347","2016","TAMIL NADU","Tirunelveli","2021","Jan","122.9"
"348","2016","TAMIL NADU","Tirunelveli","2025","Jan","156.8"
"349","2016","TAMIL NADU","Tirunelveli","2024","Jan","153.8"
"350","2016","TAMIL NADU","Tirunelveli","2023","Jan","141.6"
"351","2016","TAMIL NADU","Virudhu Nagar","2025","Jan","149.2"
"352","2016","TAMIL NADU","Virudhu Nagar","2024","Jan","144.2"
"353","2016","TAMIL NADU","Virudhu Nagar","2023","Jan","132.9"
"354","2016","TAMIL NADU","Virudhu Nagar","2022","Jan","127.2"
"355","2016","TAMIL NADU","Virudhu Nagar","2021","Jan","119.1"
"356","2016","TELANGANA","Hyderabad","2022","Jan","123.3"
"357","2016","TELANGANA","Hyderabad","2024","Jan","139.2"
"358","2016","TELANGANA","Hyderabad","2023","Jan","132.6"
"359","2016","TELANGANA","Hyderabad","2021","Jan","117.8"
"360","2016","TELANGANA","Hyderabad","2025","Jan","141.1"
"361","2016","TELANGANA","Mancheriyal","2021","Jan","126.8"
"362","2016","TELANGANA","Mancheriyal","2025","Jan","156.8"
"363","2016","TELANGANA","Mancheriyal","2022","Jan","134.8"
"364","2016","TELANGANA","Mancheriyal","2024","Jan","151.2"
"365","2016","TELANGANA","Mancheriyal","2023","Jan","144.5"
"366","2016","TELANGANA","Warangal","2024","Jan","145.1"
"367","2016","TELANGANA","Warangal","2023","Jan","135.6"
"368","2016","TELANGANA","Warangal","2022","Jan","126.3"
"369","2016","TELANGANA","Warangal","2021","Jan","118.1"
"370","2016","TELANGANA","Warangal","2025","Jan","148.6"
"371","2016","TRIPURA","Tripura","2021","Jan","116.9"
"372","2016","TRIPURA","Tripura","2025","Jan","140.8"
"373","2016","TRIPURA","Tripura","2022","Jan","126.3"
"374","2016","TRIPURA","Tripura","2023","Jan","132.0"
"375","2016","TRIPURA","Tripura","2024","Jan","138.9"
"376","2016","UTTARAKHAND","Udham Singh Nagar","2024","Jan","145.0"
"377","2016","UTTARAKHAND","Udham Singh Nagar","2021","Jan","126.2"
"378","2016","UTTARAKHAND","Udham Singh Nagar","2025","Jan","159.3"
"379","2016","UTTARAKHAND","Udham Singh Nagar","2022","Jan","131.8"
"380","2016","UTTARAKHAND","Udham Singh Nagar","2023","Jan","142.5"
"381","2016","UTTAR PRADESH","Agra","2023","Jan","136.9"
"382","2016","UTTAR PRADESH","Agra","2024","Jan","141.8"
"383","2016","UTTAR PRADESH","Agra","2021","Jan","116.6"
"384","2016","UTTAR PRADESH","Agra","2025","Jan","145.8"
"385","2016","UTTAR PRADESH","Agra","2022","Jan","124.8"
"386","2016","UTTAR PRADESH","Ghaziabad/G.B. Nagar","2021","Jan","118.4"
"387","2016","UTTAR PRADESH","Ghaziabad/G.B. Nagar","2025","Jan","145.7"
"388","2016","UTTAR PRADESH","Ghaziabad/G.B. Nagar","2022","Jan","126.2"
"389","2016","UTTAR PRADESH","Ghaziabad/G.B. Nagar","2023","Jan","134.8"
"390","2016","UTTAR PRADESH","Ghaziabad/G.B. Nagar","2024","Jan","141.0"
"391","2016","UTTAR PRADESH","Kanpur","2023","Jan","135.3"
"392","2016","UTTAR PRADESH","Kanpur","2024","Jan","140.4"
"393","2016","UTTAR PRADESH","Kanpur","2021","Jan","119.6"
"394","2016","UTTAR PRADESH","Kanpur","2022","Jan","126.7"
"395","2016","UTTAR PRADESH","Kanpur","2025","Jan","141.9"
"396","2016","UTTAR PRADESH","Lucknow","2022","Jan","127.2"
"397","2016","UTTAR PRADESH","Lucknow","2025","Jan","146.8"
"398","2016","UTTAR PRADESH","Lucknow","2023","Jan","138.8"
"399","2016","UTTAR PRADESH","Lucknow","2024","Jan","144.1"
"400","2016","UTTAR PRADESH","Lucknow","2021","Jan","121.4"
"401","2016","UTTAR PRADESH","Varanasi","2023","Jan","134.8"
"402","2016","UTTAR PRADESH","Varanasi","2024","Jan","137.5"
"403","2016","UTTAR PRADESH","Varanasi","2021","Jan","121.6"
"404","2016","UTTAR PRADESH","Varanasi","2022","Jan","126.3"
"405","2016","UTTAR PRADESH","Varanasi","2025","Jan","147.5"
"406","2016","WEST BENGAL","Darjeeling","2023","Jan","125.4"
"407","2016","WEST BENGAL","Darjeeling","2021","Jan","112.6"
"408","2016","WEST BENGAL","Darjeeling","2022","Jan","116.5"
"409","2016","WEST BENGAL","Darjeeling","2025","Jan","133.8"
"410","2016","WEST BENGAL","Darjeeling","2024","Jan","126.9"
"411","2016","WEST BENGAL","Durgapur","2025","Jan","144.4"
"412","2016","WEST BENGAL","Durgapur","2024","Jan","141.7"
"413","2016","WEST BENGAL","Durgapur","2023","Jan","134.9"
"414","2016","WEST BENGAL","Durgapur","2021","Jan","117.5"
